idx,id_spatial,id_region_type,id_region,year,internal_id,value
531,14,4,5162000,2011,[6],2876
532,14,4,5166000,2011,[0],130720
533,14,4,5166000,2011,[1],41579
534,14,4,5166000,2011,[2],46381
535,14,4,5166000,2011,[3],20362
536,14,4,5166000,2011,[4],15792
537,14,4,5166000,2011,[5],4742
538,14,4,5166000,2011,[6],1864
539,14,4,5170000,2011,[0],204270
540,14,4,5170000,2011,[1],65121
541,14,4,5170000,2011,[2],73723
542,14,4,5170000,2011,[3],32400
543,14,4,5170000,2011,[4],22850
544,14,4,5170000,2011,[5],6913
545,14,4,5170000,2011,[6],3263
546,14,4,5314000,2011,[0],155633
547,14,4,5314000,2011,[1],73476
548,14,4,5314000,2011,[2],44195
549,14,4,5314000,2011,[3],17631
550,14,4,5314000,2011,[4],13064
551,14,4,5314000,2011,[5],4671
552,14,4,5314000,2011,[6],2596
553,14,4,5315000,2011,[0],515175
554,14,4,5315000,2011,[1],243343
555,14,4,5315000,2011,[2],155159
556,14,4,5315000,2011,[3],56958
557,14,4,5315000,2011,[4],39742
558,14,4,5315000,2011,[5],13010
559,14,4,5315000,2011,[6],6963
560,14,4,5316000,2011,[0],76315
561,14,4,5316000,2011,[1],29549
562,14,4,5316000,2011,[2],26531
563,14,4,5316000,2011,[3],9946
564,14,4,5316000,2011,[4],7117
565,14,4,5316000,2011,[5],2231
566,14,4,5316000,2011,[6],941
567,14,4,5334000,2011,[0],262749
568,14,4,5334000,2011,[1],110326
569,14,4,5334000,2011,[2],82702
570,14,4,5334000,2011,[3],34146
571,14,4,5334000,2011,[4],24338
572,14,4,5334000,2011,[5],7911
573,14,4,5334000,2011,[6],3326
574,14,4,5358000,2011,[0],112215
575,14,4,5358000,2011,[1],35145
576,14,4,5358000,2011,[2],39137
577,14,4,5358000,2011,[3],18032
578,14,4,5358000,2011,[4],13354
579,14,4,5358000,2011,[5],4398
580,14,4,5358000,2011,[6],2149
581,14,4,5362000,2011,[0],201209
582,14,4,5362000,2011,[1],65797
583,14,4,5362000,2011,[2],70955
584,14,4,5362000,2011,[3],31395
585,14,4,5362000,2011,[4],22871
586,14,4,5362000,2011,[5],7033
587,14,4,5362000,2011,[6],3158
588,14,4,5366000,2011,[0],80361
589,14,4,5366000,2011,[1],24226
590,14,4,5366000,2011,[2],28061
591,14,4,5366000,2011,[3],13143
592,14,4,5366000,2011,[4],10071
593,14,4,5366000,2011,[5],3343
594,14,4,5366000,2011,[6],1517
595,14,4,5370000,2011,[0],103198
596,14,4,5370000,2011,[1],28574
597,14,4,5370000,2011,[2],36516
598,14,4,5370000,2011,[3],17928
599,14,4,5370000,2011,[4],13884
600,14,4,5370000,2011,[5],4412
601,14,4,5370000,2011,[6],1884
602,14,4,5374000,2011,[0],115706
603,14,4,5374000,2011,[1],36493
604,14,4,5374000,2011,[2],38987
605,14,4,5374000,2011,[3],17733
606,14,4,5374000,2011,[4],14556
607,14,4,5374000,2011,[5],5190
608,14,4,5374000,2011,[6],2747
609,14,4,5378000,2011,[0],125190
610,14,4,5378000,2011,[1],41702
611,14,4,5378000,2011,[2],44145
612,14,4,5378000,2011,[3],18588
613,14,4,5378000,2011,[4],14698
614,14,4,5378000,2011,[5],4340
615,14,4,5378000,2011,[6],1717
616,14,4,5382000,2011,[0],248569
617,14,4,5382000,2011,[1],75844
618,14,4,5382000,2011,[2],87435
619,14,4,5382000,2011,[3],39355
620,14,4,5382000,2011,[4],31203
621,14,4,5382000,2011,[5],9961
622,14,4,5382000,2011,[6],4771
623,14,4,5512000,2011,[0],54738
624,14,4,5512000,2011,[1],19620
625,14,4,5512000,2011,[2],19316
626,14,4,5512000,2011,[3],8051
627,14,4,5512000,2011,[4],5429
628,14,4,5512000,2011,[5],1561
629,14,4,5512000,2011,[6],761
630,14,4,5513000,2011,[0],125176
631,14,4,5513000,2011,[1],53103
632,14,4,5513000,2011,[2],39485
633,14,4,5513000,2011,[3],16280
634,14,4,5513000,2011,[4],10622
635,14,4,5513000,2011,[5],3659
636,14,4,5513000,2011,[6],2027
637,14,4,5515000,2011,[0],147998
638,14,4,5515000,2011,[1],67933
639,14,4,5515000,2011,[2],44000
640,14,4,5515000,2011,[3],18022
641,14,4,5515000,2011,[4],12272
642,14,4,5515000,2011,[5],3994
643,14,4,5515000,2011,[6],1777
644,14,4,5554000,2011,[0],142908
645,14,4,5554000,2011,[1],39379
646,14,4,5554000,2011,[2],45014
647,14,4,5554000,2011,[3],22693
648,14,4,5554000,2011,[4],22475
649,14,4,5554000,2011,[5],8794
650,14,4,5554000,2011,[6],4553
651,14,4,5558000,2011,[0],87604
652,14,4,5558000,2011,[1],24499
653,14,4,5558000,2011,[2],29889
654,14,4,5558000,2011,[3],13722
655,14,4,5558000,2011,[4],12971
656,14,4,5558000,2011,[5],4423
657,14,4,5558000,2011,[6],2100
658,14,4,5562000,2011,[0],287490
659,14,4,5562000,2011,[1],104281
660,14,4,5562000,2011,[2],99797
661,14,4,5562000,2011,[3],42048
662,14,4,5562000,2011,[4],28656
663,14,4,5562000,2011,[5],8751
664,14,4,5562000,2011,[6],3957
665,14,4,5566000,2011,[0],173970
666,14,4,5566000,2011,[1],47769
667,14,4,5566000,2011,[2],56349
668,14,4,5566000,2011,[3],28230
669,14,4,5566000,2011,[4],26805
670,14,4,5566000,2011,[5],9909
671,14,4,5566000,2011,[6],4908
672,14,4,5570000,2011,[0],113276
673,14,4,5570000,2011,[1],33796
674,14,4,5570000,2011,[2],37054
675,14,4,5570000,2011,[3],18043
676,14,4,5570000,2011,[4],15960
677,14,4,5570000,2011,[5],5648
678,14,4,5570000,2011,[6],2775
679,14,4,5711000,2011,[0],157708
680,14,4,5711000,2011,[1],67499
681,14,4,5711000,2011,[2],49107
682,14,4,5711000,2011,[3],19310
683,14,4,5711000,2011,[4],14186
684,14,4,5711000,2011,[5],4956
685,14,4,5711000,2011,[6],2650
686,14,4,5754000,2011,[0],145322
687,14,4,5754000,2011,[1],43872
688,14,4,5754000,2011,[2],47267
689,14,4,5754000,2011,[3],23411
690,14,4,5754000,2011,[4],20197
691,14,4,5754000,2011,[5],6966
692,14,4,5754000,2011,[6],3609
693,14,4,5758000,2011,[0],110006
694,14,4,5758000,2011,[1],36028
695,14,4,5758000,2011,[2],37209
696,14,4,5758000,2011,[3],17330
697,14,4,5758000,2011,[4],13190
698,14,4,5758000,2011,[5],4179
699,14,4,5758000,2011,[6],2070
700,14,4,5762000,2011,[0],60361
701,14,4,5762000,2011,[1],18053
702,14,4,5762000,2011,[2],19154
703,14,4,5762000,2011,[3],9958
704,14,4,5762000,2011,[4],8623
705,14,4,5762000,2011,[5],3109
706,14,4,5762000,2011,[6],1464
707,14,4,5766000,2011,[0],153742
708,14,4,5766000,2011,[1],52353
709,14,4,5766000,2011,[2],51821
710,14,4,5766000,2011,[3],22763
711,14,4,5766000,2011,[4],17488
712,14,4,5766000,2011,[5],5901
713,14,4,5766000,2011,[6],3416
714,14,4,5770000,2011,[0],131725
715,14,4,5770000,2011,[1],41895
716,14,4,5770000,2011,[2],43097
717,14,4,5770000,2011,[3],20968
718,14,4,5770000,2011,[4],16431
719,14,4,5770000,2011,[5],5872
720,14,4,5770000,2011,[6],3462
721,14,4,5774000,2011,[0],126967
722,14,4,5774000,2011,[1],42984
723,14,4,5774000,2011,[2],38145
724,14,4,5774000,2011,[3],19731
725,14,4,5774000,2011,[4],17314
726,14,4,5774000,2011,[5],5946
727,14,4,5774000,2011,[6],2847
728,14,4,5911000,2011,[0],186361
729,14,4,5911000,2011,[1],82996
730,14,4,5911000,2011,[2],61995
731,14,4,5911000,2011,[3],22000
